score,fea1,fea2,fea3,verify_time,label
572,65.4062,68.0571,0.8744,1770977450,0
757,45.8548,29.8768,5.0573,1770977580,1
419,79.5857,45.9344,23.2759,1770977861,0
1000,58.7341,94.6929,13.0302,1770977935,0
345,42.714,2.0477,20.3853,1770978075,0
542,38.8813,81.1352,25.6367,1770978166,1
610,65.6131,51.1725,5.3208,1770978199,0
861,50.4278,61.8812,11.8307,1770978250,0
630,50.1359,68.4533,12.3558,1770978335,0
310,41.0228,45.602,9.9646,1770978433,0
723,49.0783,19.186,3.9419,1770978568,1
347,40.4157,90.9591,17.848,1770978679,0
676,70.4257,74.0191,14.6489,1770978789,0
867,60.7559,55.959,5.8917,1770978811,1
307,47.3785,44.8456,5.464,1770978878,0
825,47.158,49.9332,0.1084,1770978968,0
669,51.3826,82.3538,18.5434,1770979301,1
739,49.9169,1.2503,3.3405,1770979514,0
865,35.646,86.5335,6.364,1770979631,0
783,21.4884,4.6752,5.2984,1770979863,0
572,38.0345,61.5913,11.3364,1770979889,0
430,48.0722,33.3123,4.9447,1770980060,1
820,38.9325,67.8236,1.9813,1770980097,0
933,62.2901,8.5543,20.2964,1770980414,0
413,46.5627,55.6233,2.0278,1770980442,0
831,78.1036,85.5234,0.2884,1770980455,0
798,41.5776,49.4638,2.1845,1770980578,0
638,52.1108,8.4347,6.0723,1770980742,0
320,45.6671,3.7378,5.5031,1770980837,1
332,56.5967,62.1201,15.9121,1770980890,0
432,65.9863,6.9531,2.1683,1770980995,0
325,59.1242,7.1289,14.9437,1770981095,1
663,19.5381,42.544,1.0133,1770981298,0
900,57.4979,20.9508,6.4181,1770981587,1
391,34.8368,20.4196,20.0492,1770981656,0
844,45.3535,48.0976,5.3262,1770981683,0
537,60.3399,28.0802,33.0446,1770981908,0
317,33.2036,21.9266,9.9707,1770981930,0
573,67.3392,51.4414,14.1326,1770981931,1
588,44.6992,29.0884,7.1306,1770981947,0
326,82.5641,8.022,5.6169,1770982175,1
733,51.0302,68.2739,0.8848,1770982237,0
407,75.5801,58.5608,1.2778,1770982375,0
623,67.9652,21.2117,8.4794,1770982425,0
830,40.8334,58.2246,9.5097,1770982825,1
403,30.4746,95.559,41.8349,1770983174,0
631,51.7044,95.6479,19.5012,1770983199,1
661,41.2604,53.1942,18.6102,1770983210,0
588,73.6958,9.803,3.3772,1770983312,0
743,46.2971,45.8186,5.3066,1770983317,1
336,45.4939,2.6983,1.0773,1770983887,0
647,29.0615,41.5201,8.7117,1770983924,0
342,56.2883,90.9419,0.7207,1770984058,1
425,32.3867,46.7444,5.9209,1770984146,0
308,56.6366,55.0487,8.3517,1770984214,0
825,58.7014,15.8037,2.5901,1770984281,1
430,38.7549,1.5651,14.9363,1770984291,0
624,64.3487,99.3384,11.2346,1770984298,0
483,45.8769,33.8257,1.6001,1770984345,0
581,27.9313,27.935,41.1539,1770984353,0
352,73.1793,57.1282,7.8099,1770984391,0
852,36.1479,74.5319,0.2677,1770984407,1
832,57.6061,25.1408,4.3095,1770984610,0
676,56.3869,52.4124,38.7814,1770984780,1
594,55.8378,33.2636,23.2595,1770984808,0
507,55.5779,48.0966,1.6389,1770984883,0
962,35.4472,16.131,19.3106,1770984924,0
776,75.3702,51.0118,9.6341,1770984950,0
368,64.3437,4.7347,0.2197,1770985022,0
736,57.1259,83.9997,14.1647,1770985047,0
600,30.0054,62.766,5.3245,1770985134,0
326,35.3245,94.149,5.0441,1770985142,1
927,59.8618,59.9732,4.8256,1770985174,0
953,19.9447,18.2166,9.0772,1770985284,1
852,55.0806,48.4051,12.5251,1770985293,1
405,30.0323,66.4695,10.4311,1770985307,1
885,36.9795,37.4223,2.7676,1770985383,0
871,28.834,55.265,12.2691,1770986102,0
933,53.6916,16.2689,1.4562,1770986131,1
310,66.7454,77.7124,35.5229,1770986252,0
958,55.2203,90.953,6.4172,1770986297,1
515,56.8675,31.4877,0.9579,1770986603,0
620,52.5194,79.3331,8.595,1770986644,0
759,60.2404,9.1946,8.6034,1770986813,0
825,57.0063,24.6704,0.3958,1770986859,0
878,9.2735,46.187,0.1092,1770986870,0
991,63.5946,38.6407,55.4735,1770986929,1
459,62.0173,61.9626,4.9444,1770986988,1
763,44.5653,56.2985,2.8164,1770987122,0
821,20.3869,8.7272,7.9346,1770987207,1
935,53.6371,13.1694,0.0837,1770987321,0
572,54.8999,5.1712,0.1298,1770987381,0
540,43.3927,95.2607,1.1966,1770987456,0
954,52.8005,64.5344,16.2214,1770987570,0
466,66.0776,85.5584,2.8535,1770987750,1
868,85.9628,54.1264,7.0009,1770987863,0
949,52.2036,19.3838,2.5311,1770987904,1
626,55.0087,62.6601,7.8708,1770987947,0
828,37.6432,50.5339,7.1092,1770988025,0
572,42.4791,40.8192,5.1203,1770988091,1
675,47.9594,37.1805,5.6775,1770988325,1
674,67.6658,65.0077,10.5952,1770988392,1
633,62.2844,61.7762,18.4613,1770988394,0
302,78.9403,15.1566,3.8479,1770988469,0
542,27.6466,81.6222,7.596,1770988605,1
919,30.144,63.6091,19.2535,1770988708,0
350,66.5312,53.5808,1.8383,1770988718,0
649,71.7329,74.8918,38.9013,1770988775,0
473,50.4969,15.3666,13.8881,1770988802,0
415,-16.9841,91.9716,4.5588,1770989077,0
994,38.8471,27.0587,4.7029,1770989197,1
660,55.0324,26.2757,2.2985,1770989221,0
654,36.5088,81.4903,3.1186,1770989317,1
965,52.7769,33.3991,8.8439,1770989410,1
375,78.4783,83.0708,0.0375,1770989448,1
380,71.392,32.801,0.2343,1770989457,0
528,62.1334,55.0688,43.0335,1770989621,0
371,49.0333,23.0845,2.6857,1770990389,0
702,42.58,73.152,17.694,1770990438,0
517,61.3663,16.6941,9.4778,1770990597,1
751,50.3809,89.9431,5.9055,1770990692,0
666,50.8956,37.1649,13.1744,1770990695,0
889,26.7318,47.1574,0.5132,1770990697,1
969,39.282,2.4022,14.1091,1770990784,0
859,61.2779,97.579,19.4484,1770990796,1
611,33.484,81.3175,3.2882,1770990879,1
597,53.9856,44.7009,3.5899,1770990930,0
323,56.1876,92.0261,1.0872,1770990988,0
409,57.0633,93.106,19.3721,1770991052,0
351,58.404,53.3052,16.4979,1770991220,1
589,59.4159,23.3851,5.5375,1770991312,1
743,40.6431,48.711,4.7436,1770991361,0
766,27.9852,32.4799,5.5779,1770991394,0
558,36.897,44.7986,5.4532,1770991500,0
623,60.9488,91.1392,5.6145,1770991882,0
950,31.9873,28.1835,1.5752,1770992005,0
637,34.3908,83.8967,0.1357,1770992042,0
855,34.3078,93.5301,14.3731,1770992316,0
721,22.3104,80.5053,4.2121,1770992339,0
558,32.7949,52.7253,6.7509,1770992387,0
924,65.006,56.3977,3.6736,1770992409,0
364,39.2485,81.9635,4.8068,1770992613,0
462,23.7659,4.4501,0.7781,1770992637,0
463,42.3253,73.593,4.6249,1770992643,0
977,57.6582,52.8867,6.2197,1770993245,0
338,22.5384,39.7137,17.8881,1770993248,0
964,64.2997,76.6928,3.8891,1770993255,0
619,28.3853,26.6247,0.9271,1770993277,0
659,44.0677,89.5534,14.2376,1770993616,0
568,43.876,68.8488,4.7102,1770993695,0
623,41.5784,61.0156,24.6939,1770993760,0
625,49.028,52.312,31.9506,1770994056,0
886,61.6784,21.2758,20.5457,1770994102,0
556,49.388,61.6945,2.5702,1770994121,0
499,40.9149,72.4914,2.9278,1770994166,1
737,56.8602,1.169,15.8047,1770994168,0
909,53.109,36.6419,5.9079,1770994233,0
403,39.9574,83.2464,3.5354,1770994269,1
671,50.6345,63.2211,3.4801,1770994442,1
463,38.7149,61.527,8.6149,1770994474,1
412,37.0139,22.8613,22.5408,1770994716,1
914,62.087,63.2089,9.6476,1770994996,1
848,56.7044,78.615,9.6832,1770995024,1
405,61.5557,40.1756,13.7414,1770995100,0
998,59.5269,18.2092,14.2837,1770995353,0
663,36.6917,7.7274,24.0186,1770995446,0
320,65.0192,50.5696,1.7687,1770995625,0
959,45.5359,68.3859,41.7552,1770995799,1
428,63.9383,16.2639,3.9873,1770995844,1
782,48.1233,42.1444,3.3068,1770995922,1
998,54.6974,56.8643,7.1292,1770996036,0
498,55.1484,15.5858,3.0701,1770996314,0
919,62.198,26.989,2.6515,1770996409,0
820,25.4818,60.8413,34.0541,1770996598,1
719,26.354,72.5024,1.0981,1770996623,0
525,60.0757,63.5993,45.9948,1770996669,0
508,55.3454,71.3634,9.7413,1770997084,1
544,38.3653,58.1504,31.8398,1770997084,0
587,55.4646,83.5833,22.7693,1770997358,0
365,28.8806,82.6736,10.4526,1770997431,1
452,98.9643,79.6248,8.912,1770997504,0
790,69.6736,57.5458,49.1057,1770997658,0
734,59.3345,99.413,7.2404,1770997848,1
517,51.1345,3.9112,1.9694,1770998277,1
728,40.7191,19.5653,49.5384,1770998468,0
801,30.3472,80.8877,3.9086,1770998623,0
965,48.2927,82.6293,0.9147,1770998640,1
893,37.1036,81.8753,12.6193,1770999363,1
520,37.9784,87.2714,5.9068,1770999463,1
734,28.7487,42.2608,4.9106,1770999494,0
579,53.7449,93.1834,9.9861,1770999519,0
922,44.3451,20.917,0.543,1770999654,1
391,58.0261,93.6948,11.9806,1770999687,0
823,56.8565,55.6679,7.0007,1770999695,0
438,53.442,16.3884,6.7382,1770999850,0
966,89.8916,73.6077,23.0292,1771000093,0
322,62.3556,29.5879,17.791,1771000100,1
716,31.0915,22.0458,7.584,1771000202,0
647,56.881,17.2075,8.6356,1771000326,1
536,49.1897,2.9405,16.4488,1771000696,0
482,29.877,76.4654,5.2982,1771000860,0
807,28.6755,48.6504,11.1241,1771000916,0
497,56.798,97.8732,7.7822,1771001024,0
981,60.4632,43.9272,6.924,1771001109,0
422,34.3061,84.3351,41.8127,1771001349,0
845,64.5525,96.8095,0.1766,1771001682,1
680,54.2737,2.2462,5.355,1771001741,1
814,67.9379,10.5319,26.6181,1771001794,0
305,66.3443,34.7864,26.3315,1771001798,0
603,47.6234,87.0116,13.7719,1771002129,0
913,74.534,83.795,8.9626,1771002343,0
491,33.1383,36.6735,11.7392,1771002351,0
675,85.8544,19.9904,2.9159,1771002387,0
824,36.8182,80.2321,6.702,1771002567,0
335,49.28,59.6915,7.68,1771002829,0
369,41.4922,3.16,0.6584,1771002895,1
588,44.3481,80.4216,20.1156,1771003300,0
404,93.8533,95.6961,6.1007,1771003356,1
612,43.0592,4.2087,22.9166,1771003365,0
354,62.7666,28.5874,4.9423,1771003521,0
406,46.469,81.9465,5.2571,1771003524,1
952,64.0483,58.465,2.8,1771003630,0
606,41.8376,98.9356,10.3373,1771003755,1
335,53.842,91.5503,7.9517,1771003894,0
432,59.4305,17.8272,24.4149,1771003909,0
324,39.1728,67.4028,5.6078,1771004229,1
336,91.3659,65.3287,10.4434,1771004471,0
318,60.2141,11.0857,12.2951,1771004492,1
334,46.6104,8.9519,3.8545,1771004577,1
662,39.5415,56.9444,21.2717,1771004634,0
717,51.3758,40.2973,4.7941,1771004701,0
729,31.76,54.5446,10.1434,1771004853,1
817,76.7344,23.8828,9.567,1771004917,1
766,56.4688,55.6663,5.4716,1771004945,0
498,48.6802,38.3395,2.0253,1771004948,0
845,65.6897,88.7538,8.9771,1771005045,0
867,39.1773,30.6087,4.7086,1771005075,0
510,32.6606,87.0835,4.7657,1771005091,1
908,48.048,38.9992,6.7909,1771005173,0
800,51.9132,57.8166,11.3085,1771005239,0
540,57.9588,28.6377,13.0792,1771005360,1
469,27.8558,80.9089,5.57,1771005364,1
593,43.1552,84.3647,1.277,1771005429,0
614,3.748,80.905,15.6885,1771005593,0
426,32.2648,63.9836,11.0689,1771005647,1
767,60.7289,30.4784,16.1291,1771005699,1
666,64.4154,63.6488,3.7963,1771005712,0
320,32.8699,95.9512,23.9821,1771005795,0
615,45.1309,64.8385,3.048,1771005941,0
389,50.3841,95.6393,3.4216,1771006174,0
703,66.1717,30.458,7.6868,1771006211,0
817,72.9364,84.6001,59.3032,1771006249,1
750,52.2962,71.8468,2.2584,1771006285,0
908,46.0908,81.9204,18.2328,1771006289,0
449,28.3446,71.0763,0.0236,1771006346,0
745,51.621,48.0363,2.7118,1771006383,0
379,81.1238,68.6575,4.2486,1771006516,1
316,69.3529,93.209,10.4585,1771006730,0
437,52.6229,41.7541,1.2077,1771006810,0
951,54.5507,95.1745,1.3777,1771006823,0
807,39.6723,4.94,1.5824,1771006852,1
851,44.643,1.4173,10.8635,1771006876,1
979,52.214,49.3803,1.2176,1771006915,0
373,52.2595,84.8513,5.0787,1771007094,0
373,65.1612,24.7835,1.704,1771007145,1
349,64.4312,69.3424,4.8138,1771007194,0
309,57.8085,54.6905,12.5192,1771007261,0
402,35.0128,29.0795,3.2535,1771007374,0
687,35.5788,28.5793,9.6141,1771007675,1
684,36.6816,7.3276,2.8569,1771007678,0
598,53.5328,53.6214,13.3779,1771007686,0
638,19.6052,45.0141,15.0088,1771007733,0
688,49.9059,28.9423,3.7163,1771007808,1
773,71.1296,97.0432,0.2408,1771008148,1
915,60.0024,81.8475,1.3821,1771008595,1
441,44.7391,52.4951,6.7522,1771008664,1
469,39.5262,52.1704,4.8136,1771008765,1
312,62.0857,19.3612,4.2398,1771009016,0
968,54.5908,64.9127,8.6584,1771009050,0
748,46.3035,95.3635,1.7614,1771009136,0
473,41.1645,89.829,6.1006,1771009495,0
973,51.1457,8.4771,2.2738,1771009554,0
431,45.4544,5.3097,39.6647,1771009588,1
839,61.7657,96.1245,0.4985,1771009658,1
894,68.6175,19.9906,0.1591,1771009926,1
568,29.4913,55.0414,8.3053,1771009997,0
550,31.6127,7.471,0.6468,1771010123,0
669,70.2208,84.3298,16.6596,1771010223,0
917,52.4873,11.7865,17.1256,1771010550,0
825,33.0252,64.3757,5.6609,1771010638,0
891,64.7488,5.6628,18.2246,1771010717,0
805,55.1253,15.6672,13.4903,1771010726,0
971,83.0487,51.2141,1.4551,1771010898,0
477,46.4705,4.5685,19.6327,1771011007,1
966,66.6306,19.5613,20.7369,1771011049,0
846,28.2675,13.6172,3.8966,1771011277,1
558,70.9404,4.0575,14.9162,1771011279,0
559,64.1624,97.0997,22.7654,1771011359,1
434,74.0652,45.0166,13.6902,1771011379,1
760,66.6587,85.8936,0.9873,1771011560,0
788,48.5143,35.8223,0.9943,1771011754,0
942,32.4331,4.2592,40.3937,1771011828,0
380,40.9692,69.5654,7.7947,1771011946,0
666,23.5827,3.8754,10.3408,1771012084,1
358,36.1865,55.2782,24.3337,1771012137,0
373,56.3879,13.9112,0.0746,1771012217,0
538,49.2837,67.0817,5.5633,1771012242,0
428,46.6461,89.2704,8.3563,1771012269,0
711,38.1035,95.5764,0.0214,1771012300,0
614,23.414,52.7776,9.7927,1771012310,0
673,52.7312,53.2704,19.0339,1771012317,0
736,55.6874,3.8279,0.5647,1771012343,0
437,35.1265,76.9876,16.3079,1771012446,1
754,41.9984,95.6208,37.9556,1771012641,0
914,73.132,43.8234,25.2933,1771012826,0
308,67.3925,79.3692,7.7006,1771012849,1
531,27.7336,79.7456,19.6942,1771013110,0
910,48.7305,78.5701,14.7245,1771013418,0
696,71.8243,75.8681,17.0191,1771013445,0
979,46.7537,21.5097,5.0758,1771013447,0
873,45.9659,75.1425,6.4554,1771013453,0
617,66.3911,14.4395,2.7328,1771013876,0
806,64.806,71.2503,0.5295,1771014028,0
821,64.0296,0.3539,9.0939,1771014175,0
386,46.0702,91.8825,3.7045,1771014227,0
617,59.9433,82.7389,6.9858,1771014233,0
632,72.4212,68.2963,32.8855,1771014396,0
659,49.2519,9.4468,0.6523,1771014498,1
540,43.9489,82.4989,20.6741,1771014622,0
355,68.4511,87.5174,0.9076,1771014838,0
409,80.6816,68.7988,10.601,1771014886,0
348,81.7251,97.5887,4.2047,1771014938,0
315,44.3823,9.2879,1.0552,1771015141,0
372,45.8894,70.865,14.1444,1771015189,1
501,34.5626,52.4796,11.9926,1771015377,0
392,51.7708,14.5606,10.2237,1771015414,0
948,33.8882,65.8414,33.4905,1771015663,0
332,42.1005,79.9528,0.2396,1771015805,0
899,60.5169,16.4748,5.7033,1771015833,0
718,55.8497,79.3491,8.2705,1771016046,0
502,22.8392,9.2971,4.427,1771016066,0
850,73.5544,59.14,11.0714,1771016402,0
925,33.6951,79.847,22.9465,1771016585,1
611,35.586,14.5957,11.9397,1771016865,0
768,31.4162,57.1519,8.4252,1771016975,0
693,40.0807,42.4878,13.388,1771017026,0
510,36.5479,60.7275,1.1612,1771017212,0
870,36.9135,42.4222,9.9424,1771017769,0
455,13.0359,25.0912,5.2297,1771017802,0
933,51.9489,25.3811,3.8389,1771017827,0
931,53.481,86.47,7.0747,1771017961,0
621,83.6661,15.6454,16.3339,1771018327,0
734,57.2951,12.3114,5.32,1771018360,1
873,42.5512,9.7079,12.1217,1771018569,0
969,31.9893,7.4155,8.8891,1771018957,1
339,48.5559,1.4492,24.7879,1771018983,0
339,56.7308,16.0406,5.885,1771019032,0
752,42.4498,19.2727,17.1435,1771019162,0
489,50.9152,26.9724,18.4501,1771019423,0
314,78.4603,12.4039,6.2395,1771019424,0
423,44.2383,9.4156,6.7058,1771019504,0
579,21.6984,54.1477,4.0559,1771019597,1
347,63.1023,71.8686,6.8429,1771019702,0
488,54.7148,63.0187,2.8669,1771019958,0
603,24.3651,55.6706,19.5381,1771020005,1
858,56.4147,44.0564,2.8757,1771020058,1
995,35.032,63.398,2.979,1771020098,1
404,56.6198,90.1867,22.6009,1771020179,0
668,78.609,62.7418,7.5963,1771020316,0
800,47.3455,6.0861,1.1109,1771020529,0
759,66.2491,57.0419,4.2423,1771020598,0
546,31.5727,52.4214,12.2209,1771020792,1
563,27.2087,45.2023,5.2055,1771020846,0
505,80.2606,56.8795,5.5022,1771021004,1
806,54.6172,67.2618,6.9053,1771021424,0
829,59.55,3.726,2.5168,1771021429,0
663,67.2803,48.0201,5.5174,1771021611,0
639,42.0828,81.7228,2.4251,1771021680,0
706,62.3767,53.0777,4.3193,1771021722,0
752,60.1032,6.7858,7.6008,1771021784,0
877,30.5779,77.507,11.8327,1771021817,1
449,72.6948,94.1332,10.0492,1771021835,0
492,69.6029,85.1844,8.569,1771022018,0
446,30.7442,36.2569,9.0519,1771022102,0
705,53.0043,53.4824,7.1525,1771022318,0
482,46.5338,59.1312,9.5351,1771022475,0
405,71.2746,71.5799,4.7083,1771022483,0
535,28.8408,66.6069,22.9708,1771022584,1
937,104.0362,19.9071,8.9297,1771022723,1
478,47.3827,84.3038,27.5816,1771022739,0
731,61.0767,84.9182,5.1849,1771022809,0
700,70.8125,40.4352,5.0173,1771023014,0
824,47.06,13.0915,33.5298,1771023063,0
839,48.2759,60.8567,13.0584,1771023162,1
622,42.4575,35.726,7.3135,1771023371,0
560,36.718,74.1391,12.6765,1771023385,1
911,54.0779,31.5657,5.0538,1771023396,1
999,47.971,26.2999,14.2216,1771023522,0
698,42.3594,86.771,2.3519,1771023731,0
636,43.2355,61.5821,30.1349,1771023861,0
599,58.6435,8.5992,6.1777,1771023891,0
418,38.0365,68.9363,0.9751,1771023930,1
857,46.2955,75.2734,18.6441,1771024064,0
712,63.48,23.5204,22.477,1771024143,0
879,53.7084,96.7656,13.0918,1771024267,1
683,34.2566,37.2858,9.9345,1771024440,0
779,49.6419,94.0574,26.3692,1771024555,0
604,56.5553,29.3617,9.7301,1771024931,0
982,64.8391,60.9196,15.6741,1771025087,0
495,38.6693,51.757,6.3723,1771025218,0
632,41.6221,99.2159,12.9904,1771025281,1
319,39.5726,40.8356,68.903,1771025360,0
922,40.3172,17.9291,4.8208,1771025451,1
957,56.0751,83.3209,12.7335,1771025531,0
732,58.9173,4.2044,1.6122,1771025551,0
725,65.7636,88.4956,10.0813,1771025641,0
528,48.6324,11.0589,3.8992,1771025680,1
823,28.9202,57.2012,20.1438,1771025732,0
516,60.0421,71.3415,4.4572,1771025777,0
890,52.3872,33.6323,5.8905,1771025845,0
674,50.8995,84.4741,39.2766,1771025881,1
335,30.7489,59.3705,2.4254,1771026031,0
327,47.0625,39.5156,8.3186,1771026228,1
671,32.0952,32.5364,19.9333,1771026282,1
385,57.2295,11.2008,3.7808,1771026326,0
487,43.5516,64.0364,0.1539,1771026470,0
604,42.207,36.4043,22.6665,1771026584,0
721,26.9427,32.0561,9.6662,1771026623,0
379,65.4064,94.9948,2.6192,1771026673,0
485,46.1215,27.2798,3.2343,1771026813,0
304,51.3047,87.6565,16.0738,1771026899,0
857,38.9676,97.4896,10.275,1771027033,0
796,25.2414,82.274,13.1901,1771027126,1
808,42.0256,1.9517,8.6091,1771027243,1
913,44.4269,86.8624,15.6084,1771027696,0
301,54.3914,21.3415,17.2074,1771028143,0
516,44.6745,35.3278,4.8922,1771028306,0
836,39.2248,99.1583,23.1225,1771028320,1
556,27.4499,40.4978,7.036,1771028339,0
752,50.7268,65.4835,1.7455,1771028404,0
723,38.0516,31.0719,2.4651,1771028712,0
623,69.8121,36.9429,13.236,1771028858,0
798,52.2522,59.7625,4.7376,1771028875,1
880,58.4315,94.8286,3.0441,1771029093,0
496,46.2682,28.2456,9.2829,1771029130,1
803,53.0192,24.7366,15.245,1771029330,1
571,36.6393,2.6275,1.1567,1771029403,0
993,32.3267,20.2109,5.9625,1771029595,0
317,50.227,26.2413,14.7609,1771029751,0
406,58.5559,6.2876,23.3955,1771029875,0
828,20.8128,56.3609,0.1364,1771030055,0
424,42.5134,12.6764,10.6738,1771030070,1
782,77.6318,51.1076,9.0974,1771030301,0
893,57.1884,18.8981,7.2927,1771030713,1
303,73.0647,93.5726,1.7459,1771030770,0
926,40.4893,30.7098,13.5397,1771030877,0
650,43.1314,9.2928,4.9889,1771030885,0
650,64.501,83.6154,2.6739,1771031142,0
948,59.3528,40.2036,18.9729,1771031308,0
527,48.5842,82.0121,3.6677,1771031374,0
315,31.0623,31.249,2.2116,1771031419,0
724,67.3528,50.0038,3.7403,1771031683,0
763,87.6534,44.5357,1.9974,1771031761,1
545,26.422,55.7906,15.0181,1771031823,1
476,71.0543,40.1651,2.0098,1771032186,0
842,42.9755,49.6802,12.6114,1771032294,0
808,44.998,67.9328,1.7733,1771032345,1
861,54.0446,41.4683,2.5658,1771032443,0
954,31.9172,68.4405,4.1934,1771032701,1
863,49.4429,71.4302,29.9695,1771032817,1
532,25.8312,74.8927,24.5127,1771032925,0
977,57.1412,47.0937,0.8896,1771033217,1
337,83.5058,0.379,4.0921,1771033284,0
790,40.407,75.3511,4.2518,1771033337,1
743,47.4688,90.9085,2.377,1771033375,0
319,48.2078,65.2618,5.7202,1771033429,1
910,64.797,52.4547,13.7831,1771033435,1
855,56.0836,55.9591,1.0463,1771033613,0
410,63.8052,64.0812,11.1368,1771033628,0
786,42.4065,99.8525,3.0214,1771033984,0
388,56.5035,6.2056,10.2845,1771034077,1
618,-0.5171,2.1183,11.4537,1771034339,0
417,60.0119,96.4168,13.0246,1771034344,0
733,31.7331,44.0475,19.784,1771034399,0
538,45.0861,61.2354,22.9879,1771034468,0
371,61.1788,75.3441,14.235,1771034561,1
698,26.9587,74.2096,6.5604,1771034645,1
703,66.3415,64.7194,0.4519,1771034737,0
974,48.1354,47.1892,27.6633,1771034844,0
550,71.7967,57.6078,9.1961,1771035208,1
494,36.4573,72.9646,7.648,1771035403,0
871,22.8082,85.0815,2.7376,1771035496,0
909,49.5658,12.7304,11.5276,1771035518,0
884,58.8061,27.7959,52.4591,1771035752,1
521,60.0641,39.7595,4.0052,1771035753,0
930,32.9677,66.5498,16.0734,1771035808,0
481,25.6305,39.5671,3.4407,1771035897,0
555,45.3151,23.8885,6.6891,1771035900,0
387,57.7467,3.3143,2.3989,1771035965,0
791,56.9868,84.2508,7.1905,1771036088,0
635,73.5819,41.8934,6.1489,1771036236,1
837,44.3982,32.9229,0.3969,1771036263,1
706,22.3266,53.0826,4.8095,1771036266,0
932,67.95,12.292,0.6478,1771036334,0
588,52.9279,39.7358,5.9898,1771036471,1
661,54.2328,75.1786,39.2062,1771036630,0
740,61.5064,73.6117,3.4669,1771036719,1
329,68.9547,77.1896,7.2493,1771036905,1
847,49.6547,46.7417,1.3949,1771037032,1
936,67.6483,36.8914,1.672,1771037098,1
522,58.282,83.144,4.3923,1771037105,0
423,40.1663,17.3291,6.7283,1771037116,1
982,46.5014,72.5138,12.0868,1771037566,0
992,59.2512,88.7947,6.1008,1771037651,1
514,39.3676,28.6152,0.2469,1771038057,0
417,63.2969,19.7795,3.1603,1771038108,0
526,52.3728,51.2525,0.2509,1771038240,0
743,55.7243,21.6391,25.0033,1771038251,1
848,71.6076,87.0769,0.2946,1771038427,0
907,55.3485,24.4417,0.5086,1771038514,0
931,51.0712,31.3966,3.5421,1771038853,0
736,48.7612,88.842,10.0057,1771039048,1
311,47.9801,20.5622,4.431,1771039288,1
421,54.6845,88.4784,0.6354,1771039298,1
846,70.4498,20.9803,18.0942,1771039340,0
788,40.8234,91.1806,12.0471,1771039415,0
550,39.6881,31.7642,5.048,1771039701,0
878,69.2756,24.6235,11.2982,1771039771,0
781,41.5078,47.719,3.2101,1771039894,1
849,53.2414,36.9224,7.505,1771039943,1
579,41.123,20.175,21.2451,1771039946,1
636,24.8077,33.8354,1.1393,1771039985,1
467,52.9734,71.3229,18.7662,1771040164,0
627,66.7275,83.1901,15.5376,1771040383,1
545,49.0692,82.0762,29.7791,1771040394,1
890,27.7751,75.6817,7.2109,1771040527,0
925,51.6361,0.5435,3.2146,1771040672,1
600,38.6607,42.6604,4.3556,1771040840,1
499,10.7074,16.8972,10.2112,1771040889,1
799,48.7867,7.3476,1.5175,1771040908,0
312,57.7653,73.5882,4.3335,1771040915,0
665,67.6656,79.348,12.9621,1771040969,0
396,76.3528,81.4617,8.5272,1771041231,0
370,59.764,89.0311,0.6481,1771041314,0
656,64.0035,59.0048,6.8688,1771041448,0
843,30.7315,99.813,7.4279,1771041554,0
549,74.3274,48.3723,12.0666,1771041721,1
553,69.0104,88.3499,0.1071,1771041854,1
481,44.4933,11.2941,5.5932,1771041856,0
465,60.2249,14.8924,21.7698,1771041946,0
303,58.716,59.0349,0.2547,1771041957,0
762,72.0532,12.4135,11.1599,1771042189,1
444,47.7334,7.5301,2.5255,1771042356,0
464,38.8065,19.6065,4.9018,1771042453,1
643,42.65,78.7537,21.5513,1771042533,0
404,63.4519,92.7458,4.5024,1771042614,0
847,21.2019,33.3467,7.8845,1771042687,0
613,5.0439,97.4756,0.9392,1771042895,1
468,63.4137,80.955,3.9261,1771042922,0
819,54.1221,22.6108,1.5274,1771042993,0
897,50.277,58.6115,8.2453,1771043106,1
735,30.4168,98.1793,6.1579,1771043145,1
908,24.3517,84.8786,3.0731,1771043397,0
811,40.4821,36.3359,78.8384,1771043726,0
708,55.4254,30.6323,1.6638,1771043790,0
735,41.2137,81.9254,17.4572,1771043844,1
614,63.5015,54.9165,0.3642,1771043944,0
841,35.6891,16.3443,18.7626,1771044001,0
912,42.2098,32.7833,6.4816,1771044005,1
878,60.548,66.1813,17.6137,1771044007,0
362,44.3463,15.3159,13.7511,1771044071,1
331,45.0898,69.8716,8.5012,1771044262,1
898,40.3477,70.9929,4.6453,1771044336,0
510,37.5659,27.0746,10.9516,1771044483,1
762,55.3127,39.8031,17.8706,1771044588,0
862,57.2556,93.5451,6.9978,1771044821,1
874,53.4072,74.9176,5.3592,1771044853,0
379,40.7572,78.7811,1.5419,1771044903,0
642,46.9776,51.6265,22.6575,1771045181,0
531,73.939,21.314,3.1102,1771045265,1
912,28.6837,59.1256,1.3184,1771045298,1
428,78.2884,77.2104,0.6852,1771045479,1
318,51.4958,0.3883,13.8942,1771045633,0
656,47.2981,11.3776,11.2392,1771046381,1
718,64.3007,47.4294,1.2835,1771046781,0
905,18.991,43.7196,7.5533,1771046817,1
380,70.7048,98.2283,1.657,1771046848,0
914,77.8659,9.2153,4.8381,1771047235,0
965,66.3196,32.3686,15.2725,1771047310,0
